chrom,start,end,strand,phyloP,phastCons,lowercase
12,9135210,9135338,+,"[ 0.696  5.86   6.268  5.86   0.832  5.017  5.86   0.619  5.088  5.86
  0.252  5.86   5.86   2.179  5.017  3.237  1.078  5.017  5.86   2.538
  3.538  6.268  4.583  5.088  5.088  1.34   5.017  5.017  1.429  6.268
  5.86   2.798  5.86   3.22   1.015  2.515  5.017  0.491  5.088  3.438
  1.699  5.86   3.296  2.094  4.583  6.268  0.511  3.538  5.017 -0.133
  4.611  4.472  0.636  5.088  5.86   1.772  2.36   4.491  0.229  5.088
  6.268  1.047  3.207  5.088  1.069  2.444  4.608  2.641  5.86   3.545
  1.855  4.199  5.86   3.455  3.481  4.241  1.824  3.237  5.86   1.937
  5.86   5.088  4.544  4.608  5.86   0.533  5.017  3.433 -0.6    3.473
  5.088  4.526  6.268  3.168  2.356  4.205  3.566  6.268  5.017  0.192
  6.268  3.78   0.083  3.391  5.86   3.314  3.481  3.547  0.98   3.203
  5.074  0.432  6.268  6.268  1.551  3.475  3.435  1.784  4.07   2.969
  5.017  1.852  2.618  1.518  5.017  5.86   6.268  3.808]","[0.525 1.    1.    1.    1.    1.    1.    1.    1.    1.    0.999 1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    0.954 1.    1.    1.    1.    1.    1.    1.    1.    0.998 1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    0.999 0.823 0.999 1.    1.    1.    1.    1.    1.
 1.    1.    1.    0.996 1.    1.    0.992 1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.   ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
7,109958427,109958555,+,"[ 0.06   0.012 -0.296  0.194 -0.97   0.633  1.72   0.036  0.164  0.619
 -0.679  0.616 -0.175  1.72   0.623  0.044  0.552  0.149 -0.187  1.488
 -0.754  1.673  0.611  0.662  0.581 -0.642  0.379  1.73   0.155  0.099
  1.407 -0.068  0.131  0.033 -0.308  1.447  0.187 -0.076  1.526 -0.285
 -0.44  -0.597 -0.102 -0.188  0.101 -0.192  0.05  -0.989 -0.064  0.45
 -0.721 -0.631 -1.239  0.096  1.393  1.378  1.393 -0.014  0.569  0.157
 -0.258  1.673  0.565  1.673  1.673 -0.709 -0.414 -0.002  0.367  1.609
  0.314  0.118 -0.227  0.384  0.048 -1.914 -0.796  1.393  1.393 -0.171
 -0.298 -0.135  1.713  0.101 -0.229  0.374  0.388  0.617  0.533  0.139
 -0.321  0.006  1.609  0.551  1.609  0.39  -0.01   0.362  0.377  0.51
  0.621  1.609  0.34  -0.355  0.373  1.713  0.146  0.107  1.609  0.093
 -0.325 -0.884  0.24   0.252  0.24   0.214  0.214 -0.935  0.214  0.252
  0.07  -1.082  0.403  0.556  0.097 -0.363 -0.135  0.335]","[0.001 0.    0.    0.    0.    0.007 0.011 0.008 0.004 0.003 0.001 0.002
 0.002 0.008 0.007 0.004 0.003 0.003 0.004 0.02  0.018 0.056 0.062 0.062
 0.054 0.036 0.048 0.055 0.044 0.036 0.034 0.014 0.008 0.005 0.003 0.006
 0.004 0.003 0.004 0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.001 0.079 0.262 0.297 0.302 0.278 0.274 0.264
 0.264 0.308 0.311 0.308 0.263 0.014 0.005 0.006 0.009 0.011 0.007 0.003
 0.001 0.001 0.    0.    0.    0.016 0.015 0.003 0.001 0.137 0.163 0.158
 0.161 0.203 0.237 0.259 0.265 0.265 0.275 0.366 0.625 0.677 0.711 0.712
 0.707 0.718 0.724 0.728 0.727 0.713 0.633 0.523 0.517 0.506 0.379 0.297
 0.263 0.085 0.01  0.002 0.004 0.005 0.005 0.005 0.004 0.003 0.003 0.002
 0.001 0.    0.002 0.002 0.001 0.    0.    0.001]","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True]"
4,144658853,144658981,+,"[ 2.712e+00  7.552e+00  7.552e+00  2.554e+00  7.448e+00  7.448e+00
  1.141e+00  9.439e+00  8.797e+00  2.515e+00  7.552e+00  4.575e+00
  8.970e-01  7.448e+00  5.771e+00  2.682e+00  6.464e+00  7.544e+00
  3.517e+00  8.797e+00  6.647e+00  2.258e+00  7.448e+00  4.498e+00
  3.952e+00  5.760e-01  3.183e+00  5.690e-01  4.980e+00  5.878e+00
  1.562e+00  5.323e+00  7.589e+00 -2.000e-03  7.229e+00  5.474e+00
  2.192e+00  7.554e+00  5.771e+00 -1.480e-01  5.799e+00  7.448e+00
  5.010e-01  8.797e+00  8.797e+00  3.100e+00  7.552e+00  3.179e+00
  1.081e+00  1.128e+00  7.552e+00  6.371e+00  6.270e+00  2.741e+00
  1.520e+00  5.425e+00  6.415e+00  3.926e+00  6.415e+00  5.498e+00
  6.878e+00  6.878e+00  6.415e+00  2.944e+00  6.878e+00  4.738e+00
  6.910e-01  5.327e+00  8.121e+00  4.200e-02  6.922e+00  6.385e+00
  4.510e-01  8.121e+00  8.121e+00  4.204e+00  4.434e+00  1.159e+00
  3.081e+00  9.297e+00  6.871e+00  1.273e+00  9.297e+00  4.458e+00
  1.169e+00  3.735e+00  5.621e+00  7.240e-01  6.860e+00  2.870e+00
  7.338e+00  8.665e+00  9.297e+00  9.297e+00  7.417e+00  3.166e+00
  2.418e+00  2.740e+00  5.526e+00  5.060e+00  1.673e+00  2.227e+00
  2.409e+00  2.487e+00  4.281e+00  2.322e+00  4.787e+00  5.169e+00
  2.675e+00  1.870e-01  4.900e-02  2.748e+00  8.650e-01  2.724e+00
  3.495e+00  2.075e+00  4.664e+00  5.630e-01  1.530e+00  8.200e-01
  2.958e+00 -2.700e-02 -8.020e-01 -3.210e-01 -2.090e-01  7.170e-01
  1.441e+00  9.570e-01]","[1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    0.998 1.    0.997 1.    1.    1.    1.    1.    0.886 1.    1.
 1.    1.    1.    0.438 1.    1.    0.999 1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    0.977 1.    1.
 0.997 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    0.999 1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    0.81  0.779 0.999 1.    1.    1.    1.    1.    0.998 1.    0.997
 0.998 0.039 0.    0.    0.144 0.324 0.581 0.646]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
15,45366092,45366220,+,"[ 7.331  4.342  8.544  7.331  1.554  7.331  7.331  1.801  8.544  6.756
  0.387  9.168  7.331  1.     9.168  7.231  2.257  7.331  7.231  0.344
  8.544  7.331  0.877  7.331  9.168  7.231  8.544  7.331 -0.968  9.168
  9.168  0.848  7.331  7.331  0.203  9.168  9.168 -0.07   7.331  7.231
  0.502  3.673  7.331  3.844  8.544  8.544  1.278  9.168  6.755  0.937
  8.544  1.114  1.221  4.629  1.076 -0.03   5.64   9.168 -0.749  8.544
  3.544  0.977  2.601  3.696  2.726  7.331  8.544  0.617  4.45   2.281
 -1.723  9.168  9.168 -0.314  5.908  4.331  0.301  8.544  9.168  1.952
  7.331  9.168  0.545  5.546  1.201 -0.153  7.231  5.878  7.231  8.544
  5.628  7.231  7.231  8.544  0.331  7.331  5.533  2.678  8.544  7.331
  1.565  7.231  7.231  1.786  6.756  0.5    3.645  1.323  5.565  2.291
  7.331  7.331  0.593  9.168  7.331  1.46   8.544  7.231  7.231  7.331
  2.968  0.474  1.665  1.765  1.126 -1.402  0.241  1.874]","[1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    0.998 1.
 1.    1.    1.    1.    1.    1.    1.    0.988 1.    1.    1.    1.
 1.    1.    1.    1.    0.068 1.    1.    1.    1.    1.    0.983 1.
 1.    0.725 1.    1.    0.998 1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    0.94  0.727 1.    1.    0.05  1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    0.967 0.001 1.
 1.    0.581 1.    1.    0.989 1.    1.    1.    1.    1.    0.998 1.
 0.959 0.641 1.    1.    1.    1.    1.    1.    1.    1.    0.996 1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    0.128 0.136 0.112 0.085 0.    0.013 0.958]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
11,17137952,17138080,+,"[ 2.786e+00  1.617e+00  2.364e+00  2.098e+00 -1.490e-01  5.910e-01
 -2.080e-01  5.920e-01 -1.980e-01  8.000e-01  3.609e+00  9.650e-01
  1.984e+00  1.175e+00  2.800e-01  1.300e-02  7.470e-01 -7.000e-03
  2.142e+00 -2.445e+00 -4.290e-01  1.002e+00  3.445e+00  2.509e+00
  4.440e-01  5.913e+00  1.753e+00  3.471e+00  5.154e+00 -1.143e+00
  3.471e+00  5.240e-01  9.380e-01  1.842e+00  5.199e+00  9.540e-01
  2.568e+00  3.657e+00  1.776e+00  3.452e+00  5.107e+00  5.250e-01
  2.611e+00  3.324e+00  3.544e+00  6.289e+00  1.252e+00  5.330e-01
  3.381e+00  2.664e+00  1.734e+00  4.427e+00  1.833e+00  2.415e+00
  3.560e+00  2.508e+00  1.310e+00  4.072e+00  2.084e+00  6.460e-01
  4.183e+00  1.271e+00 -2.900e-01  3.303e+00  3.289e+00  1.853e+00
  4.009e+00  2.382e+00  1.087e+00  4.002e+00  2.552e+00 -1.900e-02
  4.085e+00  5.107e+00  2.450e+00  5.107e+00  3.428e+00  3.486e+00
  1.862e+00  4.587e+00  1.839e+00  5.107e+00  1.855e+00  1.232e+00
  3.515e+00  1.750e+00  9.310e-01  4.233e+00  5.107e+00  2.050e-01
  4.126e+00  1.442e+00  1.883e+00  4.176e+00  4.176e+00  3.280e-01
  4.557e+00  3.406e+00  3.340e-01  1.273e+00  1.160e-01 -2.000e-03
  2.586e+00  3.428e+00  2.156e+00  4.040e+00  3.490e+00  5.580e-01
  3.504e+00  5.130e+00  3.641e+00  3.576e+00  2.577e+00  7.850e-01
  3.508e+00  1.539e+00  1.100e-02  5.908e+00  3.504e+00  2.527e+00
  5.059e+00  5.908e+00  4.540e-01  3.570e+00  5.130e+00 -3.170e-01
  3.598e+00  3.508e+00]","[1.    1.    1.    0.994 0.91  0.907 0.898 0.918 0.921 0.976 0.996 0.987
 0.973 0.733 0.116 0.017 0.011 0.004 0.031 0.    0.058 0.84  1.    1.
 1.    1.    1.    1.    1.    0.382 0.997 0.997 1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    0.984 0.927 1.    1.    1.    1.    1.    1.    1.    1.    0.992
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    0.987 1.    1.    1.    1.    1.    0.998
 1.    1.    0.872 0.853 0.786 0.784 0.999 1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    0.989 1.    1.    1.
 1.    1.    1.    1.    1.    0.973 1.    1.   ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
3,34267043,34267171,+,"[ 2.414 -0.35   0.553  0.354  1.099  1.149  0.535  0.878  0.769  0.493
  0.187  1.005  0.202 -0.409  1.01  -0.011 -0.115 -0.053 -0.192 -0.28
  2.431  2.571  2.855  0.685 -0.407 -0.439  0.727  0.342 -0.058  3.473
  2.061  0.123  0.362  1.342 -0.229  0.815  1.424  0.823 -0.751 -0.222
  0.132  0.435  1.117  0.806  1.498  2.425 -0.832  1.359 -0.144  1.095
  1.535  0.06   0.657  1.619  0.187  2.647  0.431  0.829  0.43   0.433
  0.655  1.201 -0.18   0.174  1.864  0.059 -0.779  0.449  1.644  0.828
  0.349  1.321  2.178  1.313  0.923  0.497 -0.239  0.81   1.199  0.434
  1.19   3.295  0.308  1.943  1.104  0.409  1.164  1.659  0.445  0.164
  1.82  -0.687  0.696 -0.153  0.141  1.808 -0.321  2.137  2.085  4.1
  1.297  3.521  2.896  4.1    0.352  1.012  0.145 -0.32   2.644  2.458
  2.913  0.138  2.034  4.1    1.835  1.274  0.778  1.805  0.752  0.689
  2.143  2.131  0.509  0.485  0.384  0.247 -0.587  0.142]","[0.924 0.592 0.615 0.651 0.701 0.715 0.617 0.591 0.533 0.345 0.18  0.16
 0.035 0.002 0.003 0.    0.    0.    0.    0.011 0.897 0.988 0.986 0.457
 0.005 0.002 0.027 0.087 0.109 0.712 0.705 0.495 0.47  0.47  0.134 0.185
 0.197 0.154 0.    0.001 0.029 0.152 0.335 0.381 0.408 0.4   0.03  0.05
 0.051 0.269 0.327 0.33  0.375 0.41  0.399 0.423 0.33  0.301 0.194 0.157
 0.125 0.1   0.007 0.007 0.019 0.005 0.003 0.296 0.861 0.923 0.94  0.995
 1.    1.    0.996 0.983 0.968 0.985 0.997 0.998 1.    1.    0.997 0.998
 0.985 0.943 0.932 0.892 0.519 0.399 0.37  0.002 0.002 0.001 0.017 0.13
 0.137 0.981 1.    1.    1.    1.    1.    0.999 0.859 0.804 0.668 0.641
 0.991 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    0.993 0.711 0.388 0.1   0.023 0.    0.   ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
14,26840257,26840385,+,"[ 5.009e+00  5.372e+00  5.372e+00  1.890e+00  4.280e+00  2.940e-01
  1.314e+00  1.848e+00  1.833e+00  1.245e+00  1.283e+00 -9.370e-01
  4.110e-01  3.330e+00  3.490e+00  2.418e+00  1.957e+00  4.160e-01
  6.300e-02  6.310e-01  1.295e+00  2.427e+00  2.783e+00  5.372e+00
  1.354e+00  1.791e+00  1.944e+00  1.890e+00  4.280e+00  5.220e-01
  1.977e+00  5.370e-01  1.618e+00  4.280e+00  2.802e+00  3.940e-01
  1.620e-01  2.498e+00  2.304e+00  1.242e+00  1.585e+00  6.100e-01
 -3.700e-02  2.611e+00  8.860e-01  1.203e+00  6.890e-01  7.000e-01
  3.370e-01  2.900e-01  2.595e+00  1.211e+00  1.894e+00  7.410e-01
  4.045e+00  4.045e+00  1.762e+00  1.193e+00  1.686e+00  3.230e+00
  9.700e-01  2.343e+00  3.870e-01  1.645e+00  2.008e+00  1.576e+00
  2.989e+00  4.459e+00  2.981e+00  6.810e-01 -2.230e-01  2.152e+00
  1.658e+00  6.840e-01  2.528e+00  1.719e+00  2.050e+00  2.444e+00
  3.020e-01  6.040e-01  7.280e-01  1.129e+00  1.764e+00  5.660e-01
  1.067e+00  3.492e+00  3.000e+00  3.950e-01  6.900e-01  4.200e-01
  2.800e-02  1.458e+00  2.490e+00  1.660e+00  6.590e-01  3.860e-01
 -1.000e-02  3.430e-01 -9.160e-01  4.005e+00  1.440e-01  1.688e+00
  2.850e-01  8.600e-01  1.190e-01  3.210e-01  8.890e-01  8.240e-01
  1.118e+00  3.100e-01 -1.700e-02  8.130e-01  2.532e+00  2.543e+00
  6.670e-01  3.152e+00  1.560e-01  1.614e+00  7.350e-01  7.430e-01
  4.005e+00  2.374e+00  1.021e+00  3.160e-01  3.810e-01  1.525e+00
  5.000e-03 -8.800e-02]","[1.    1.    1.    1.    1.    0.998 1.    1.    1.    0.993 0.921 0.123
 0.325 0.994 1.    1.    1.    0.979 0.969 0.976 0.998 1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    0.998 1.    1.    1.    0.997
 0.995 1.    1.    1.    1.    0.993 0.985 1.    1.    0.998 0.988 0.979
 0.974 0.975 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    1.    0.973 0.957 0.998
 1.    1.    1.    1.    1.    1.    0.997 0.998 1.    1.    1.    1.
 1.    1.    1.    0.987 0.979 0.964 0.956 0.994 1.    1.    0.986 0.005
 0.    0.    0.    0.853 0.577 0.556 0.277 0.218 0.102 0.101 0.127 0.126
 0.111 0.07  0.061 0.15  0.993 1.    1.    1.    0.997 1.    1.    1.
 1.    0.996 0.813 0.477 0.308 0.286 0.132 0.13 ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
X,6151248,6151376,+,"[ 4.944  7.691 -0.462  6.62   8.246 -0.242  6.62   6.529  2.923  7.691
  6.529 -3.841  8.246  8.246 -0.02   3.814  6.529  0.616  7.691  0.934
 -0.192  7.691  6.62   1.288  6.62   6.529  3.978  3.798  6.62   2.592
  2.646  2.646  0.4    7.691  0.683 -2.406  2.646  1.707 -0.011  1.788
  1.755  2.913  1.747  4.954 -0.024  6.013 -0.403  0.013  6.529  6.529
 -1.282  6.529  4.189  0.264  7.691  0.417  1.197  6.62   6.62   0.065
  6.529  6.529 -0.693  6.62   7.691  0.22   3.002  3.897 -1.68   8.246
  6.62   2.109  3.194  2.319 -0.075  7.691  3.726 -1.438  5.91   1.047
 -3.398  8.246  6.434  0.207  6.62   3.22   0.752  4.907  3.37  -0.032
  5.903  2.167  0.498  5.786  6.889  3.745  3.572  0.135  1.293  3.745
  1.964 -2.352  1.56   1.989 -0.022  4.556  0.316 -0.142  3.586  0.895
  1.273  2.947  5.911 -0.636  0.4    0.127  1.233  1.447  0.116  1.077
  2.266  2.395 -0.95   1.941  3.358 -0.373  2.578  3.466]","[1.    1.    0.396 1.    1.    0.654 1.    1.    1.    1.    1.    0.
 1.    1.    0.937 1.    1.    0.999 1.    0.924 0.798 1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    1.    0.996 1.    0.303 0.
 0.994 0.995 0.967 1.    1.    1.    1.    1.    0.953 0.981 0.01  0.021
 1.    1.    0.018 1.    1.    0.997 1.    1.    1.    1.    1.    0.992
 1.    1.    0.041 1.    1.    0.99  1.    1.    0.012 1.    1.    1.
 1.    1.    0.955 1.    0.997 0.008 0.801 0.555 0.    1.    1.    0.993
 1.    1.    1.    1.    1.    0.961 1.    1.    1.    1.    1.    1.
 1.    0.998 1.    1.    0.955 0.002 0.533 0.635 0.609 0.77  0.341 0.3
 1.    1.    1.    1.    1.    0.    0.005 0.012 0.256 0.275 0.275 0.507
 0.878 0.858 0.07  0.874 0.943 0.57  0.993 0.995]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
3,47001187,47001315,+,"[ 6.750e-01 -4.115e+00 -2.410e-01 -2.597e+00 -3.370e-01  5.700e-02
 -3.227e+00 -3.578e+00  4.240e-01 -4.900e-02 -1.460e-01  1.400e-01
  4.070e-01 -5.100e-02 -3.580e+00 -5.120e-01 -4.080e-01  8.000e-03
  1.844e+00  7.720e-01  1.020e-01 -2.090e-01 -8.680e-01 -7.550e-01
 -1.509e+00 -2.344e+00 -9.600e-02  2.160e+00 -1.600e-01  2.430e-01
  9.440e-01  7.540e-01  2.100e-02 -2.072e+00 -7.100e-01 -8.810e-01
  1.090e+00  8.250e-01 -2.590e-01 -4.950e-01 -5.380e-01  1.990e-01
 -1.100e-02 -3.460e-01 -2.900e-02  1.010e-01  8.000e-02  3.790e-01
  9.350e-01  3.800e-01  4.240e-01 -6.260e-01 -1.248e+00 -1.393e+00
  1.459e+00 -2.696e+00 -7.720e-01 -5.040e-01  1.466e+00  1.140e-01
 -2.507e+00 -4.070e-01  2.180e-01 -5.000e-02 -1.274e+00 -3.266e+00
  7.600e-02 -2.750e-01 -1.961e+00 -1.400e-02 -2.460e-01  1.300e+00
  4.890e-01  5.780e-01 -9.370e-01  9.000e-02  3.260e-01 -1.455e+00
 -7.820e-01 -2.000e-02  2.350e-01 -1.503e+00 -1.037e+00 -1.600e+00
  2.008e+00 -3.610e-01 -2.845e+00 -9.000e-02  3.212e+00  8.903e+00
  9.930e+00  2.121e+00  2.119e+00  7.961e+00  6.300e-02  1.879e+00
  7.961e+00  2.904e+00  9.930e+00  9.258e+00  5.552e+00  7.230e+00
  5.005e+00  7.932e+00  9.258e+00  7.961e+00  9.930e+00  1.245e+00
  7.961e+00  3.546e+00  9.930e+00  9.258e+00  1.216e+00  6.114e+00
  4.950e+00  2.200e-02  5.177e+00  4.922e+00 -3.110e-01  1.470e-01
  7.961e+00  1.669e+00  2.622e+00  4.979e+00 -5.049e+00  9.930e+00
  9.258e+00  8.670e-01]","[0.478 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.281 0.227 0.001 0.    0.    0.
 0.    0.    0.003 0.217 0.003 0.002 0.005 0.004 0.001 0.    0.    0.
 0.011 0.011 0.004 0.001 0.    0.001 0.002 0.    0.    0.    0.    0.
 0.001 0.    0.    0.    0.    0.    0.137 0.    0.    0.    0.019 0.001
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.007
 0.004 0.001 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.043 0.    0.    0.63  0.998 1.    1.    1.    1.    1.    0.973 0.998
 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
 1.    1.    1.    1.    1.    1.    1.    0.915 1.    1.    0.003 0.01
 1.    1.    1.    1.    0.    1.    1.    1.   ]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
9,66644955,66645083,+,"[ 2.012  1.347  0.155  3.347  0.393  2.214  2.942  3.344 -1.269  3.649
  2.032  1.121  3.421  2.013  1.401  1.593  1.858  0.647  2.027  0.14
 -0.487  1.321  0.805  1.264  2.028  1.27   2.191  1.988 -0.705  0.057
  1.984  1.589  0.158  0.953  0.9    0.94   1.623  1.224 -0.542  1.218
  0.763 -0.086  0.792  1.102 -0.784  2.942  0.228 -0.251  0.921  0.118
 -0.033  0.717  0.262 -0.958  1.446  0.634  0.31   0.906  0.238 -0.468
  3.421 -0.1   -0.038 -0.05   0.163 -0.523  1.994  2.027 -0.881  1.307
  0.466  1.529  1.942  2.149 -0.067  1.571  1.537  1.164  1.957  1.209
  0.752  3.344  0.613 -0.091  2.878  2.878  1.211  0.631 -1.112  0.883
  0.929  0.411  1.232  1.593 -0.006  1.984  0.005 -1.671  3.421  0.847
 -0.107  2.013  0.784  0.025  1.534  1.424  1.283  1.8    1.999 -0.254
  1.354  1.774  0.633 -1.02   3.649  2.225  0.355  0.932  0.655  0.385
  0.355  1.489  1.49   0.878  2.916  1.551  2.916  0.427]","[1.    1.    0.999 1.    1.    1.    1.    0.998 0.892 1.    1.    1.
 1.    1.    1.    1.    1.    0.999 0.997 0.966 0.954 0.995 0.998 1.
 1.    1.    1.    0.998 0.964 0.969 0.995 0.997 0.994 0.994 0.992 0.986
 0.971 0.833 0.25  0.247 0.213 0.088 0.074 0.061 0.013 0.026 0.014 0.004
 0.004 0.002 0.001 0.002 0.001 0.    0.032 0.03  0.027 0.024 0.014 0.011
 0.024 0.002 0.001 0.001 0.006 0.019 0.976 0.977 0.952 0.994 0.997 1.
 1.    1.    0.998 1.    1.    1.    1.    1.    1.    1.    0.998 0.993
 0.993 0.958 0.03  0.029 0.021 0.224 0.268 0.273 0.284 0.273 0.153 0.104
 0.036 0.024 0.923 0.94  0.941 0.981 0.981 0.981 0.999 1.    1.    1.
 1.    0.994 0.999 0.996 0.959 0.876 1.    1.    1.    1.    1.    0.999
 0.999 1.    1.    1.    1.    1.    1.    0.983]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False]"
